result_code,PRMS Result Code,Year,PRMS Short Title,Type,Result Status,Top 10 Innovations,In PRMS (for Top 10),Innovation Short Name,Cluster,Program,2025 ballpark USD investments - CG Bilaterals,2025 ballpark USD investments - Lead CG Science Program,2025 ballpark USD investments - Partner co-investment,2026 estimated pooled USD need for lead Science Program,2027 estimated pooled USD need for lead Science Program,input_text
5019,3452.0,2023.0,Barley elite lines and new varieties targeted to Sudan and,Innovation development,Quality Assessed,,,,,,,,,,,Barley elite lines and new varieties targeted to Sudan and
5020,3454.0,2023.0,Bread wheat elite lines and new varieties targeted to Sudan,Innovation development,Quality Assessed,,,,,,,,,,,Bread wheat elite lines and new varieties targeted to Sudan
5021,3455.0,2023.0,Lentil elite lines and new varieties targeted to Sudan and,Innovation development,Quality Assessed,,,,,,,,,,,Lentil elite lines and new varieties targeted to Sudan and
5022,3457.0,2023.0,Faba bean elite lines and new varieties targeted to Sudan,Innovation development,Quality Assessed,,,,,,,,,,,Faba bean elite lines and new varieties targeted to Sudan
5023,3458.0,2023.0,Chickpea elite lines and new varieties targeted to Sudan and,Innovation development,Quality Assessed,,,,,,,,,,,Chickpea elite lines and new varieties targeted to Sudan and
5042,3519.0,2023.0,"Research Protocol for linking farm diversification, markets and nutrition through",Innovation development,Quality Assessed,,,,,,,,,,,"Research Protocol for linking farm diversification, markets and nutrition through"
5057,3693.0,2023.0,High-Throughput Pipeline developed by IIRRI for Quick Detection of Rice,Innovation development,Quality Assessed,,,,,,,,,,,High-Throughput Pipeline developed by IIRRI for Quick Detection of Rice
5059,3724.0,2023.0,Isotope techniques for the introduction of climate-resilient varieties in cassava,Innovation development,Quality Assessed,,,,,,,,,,,Isotope techniques for the introduction of climate-resilient varieties in cassava
5061,3802.0,2023.0,Gender inclusion checklist to support crop breeding organizations and farm,Innovation development,Quality Assessed,,,,,,,,,,,Gender inclusion checklist to support crop breeding organizations and farm
5066,3852.0,2023.0,"Integrated management of maize lethal necrosis (MLN), including native genetic",Innovation development,Quality Assessed,,,,,,,,,,,"Integrated management of maize lethal necrosis (MLN), including native genetic"
5072,3872.0,2023.0,Pheromone systems developed to lure and kill cowpea pests (pod,Innovation development,Quality Assessed,,,,,,,,,,,Pheromone systems developed to lure and kill cowpea pests (pod
5087,4071.0,2023.0,Genetic diversity of two viruses affecting lentil and chickpea crops,Innovation development,Quality Assessed,,,,,,,,,,,Genetic diversity of two viruses affecting lentil and chickpea crops
5088,4075.0,2023.0,Efficacy of eco-friendly biopesticides for control of African Rice Gall,Innovation development,Quality Assessed,,,,,,,,,,,Efficacy of eco-friendly biopesticides for control of African Rice Gall
5089,4077.0,2023.0,Promotion of natural biological control of African rice gall midge,Innovation development,Quality Assessed,,,,,,,,,,,Promotion of natural biological control of African rice gall midge
5091,4081.0,2023.0,"Climate Security Investment Plan Methodology for environmental policymakers, investors for",Innovation development,Quality Assessed,,,,,,,,,,,"Climate Security Investment Plan Methodology for environmental policymakers, investors for"
5093,4085.0,2023.0,Preliminary Sentinel-2-based host (wheat) greenness/phenology map of Ethiopia for improving,Innovation development,Quality Assessed,,,,,,,,,,,Preliminary Sentinel-2-based host (wheat) greenness/phenology map of Ethiopia for improving
5103,4141.0,2023.0,Farmer-Interface-Application (FIA) field scouting tool for real-time farmer access to,Innovation development,Quality Assessed,,,,,,,,,,,Farmer-Interface-Application (FIA) field scouting tool for real-time farmer access to
5147,4587.0,2023.0,Food Security Simulator - Kenya: A microsimulation tool to assess,Innovation development,Quality Assessed,,,,,,,,,,,Food Security Simulator - Kenya: A microsimulation tool to assess
5307,4738.0,2023.0,Cross-border water risk framework to promote water security in emergency,Innovation development,Quality Assessed,,,,,,,,,,,Cross-border water risk framework to promote water security in emergency
5334,4765.0,2023.0,"Early warning, Action,  Finance platform (AWARE) in Fragile and",Innovation development,Quality Assessed,,,,,,,,,,,"Early warning, Action,  Finance platform (AWARE) in Fragile and"
5357,187.0,2023.0,Targeted simulations help breeders to optimize breeding schemes aligned with,Innovation use,Quality Assessed,,,,,,,,,,,Targeted simulations help breeders to optimize breeding schemes aligned with
5402,4830.0,2023.0,"Analysis framework for Ecosystem of Food, Land, Water Systems (FLWS)",Innovation development,Quality Assessed,,,,,,,,,,,"Analysis framework for Ecosystem of Food, Land, Water Systems (FLWS)"
5469,4897.0,2023.0,African armyworm model frameworks for predicting this pest risks and,Innovation development,Quality Assessed,,,,,,,,,,,African armyworm model frameworks for predicting this pest risks and
5477,4905.0,2023.0,AT least 5 digital training materials for 2023,Innovation development,Quality Assessed,,,,,,,,,,,AT least 5 digital training materials for 2023
5562,4988.0,2023.0,Manual seeder for maize and beans in Honduras,Innovation development,Quality Assessed,,,,,,,,,,,Manual seeder for maize and beans in Honduras
5661,5087.0,2023.0,Assessing the feasibility of Oxford Nanopore Technology (ONT) for 16S,Innovation development,Quality Assessed,,,,,,,,,,,Assessing the feasibility of Oxford Nanopore Technology (ONT) for 16S
5921,5347.0,2023.0,Sustainable Healthy Diets established a country coordination unit in Ethiopia,Innovation development,Quality Assessed,,,,,,,,,,,Sustainable Healthy Diets established a country coordination unit in Ethiopia
6013,5439.0,2023.0,Feed pellet production for ruminants using a small-scale pelletizer and,Innovation use,Quality Assessed,,,,,,,,,,,Feed pellet production for ruminants using a small-scale pelletizer and
6021,5447.0,2023.0,Promoting a Seed Supply Chain for Genetically Improved Farmed Tilapia,Innovation development,Quality Assessed,,,,,,,,,,,Promoting a Seed Supply Chain for Genetically Improved Farmed Tilapia
6217,5643.0,2023.0, Assessment on improving water use efficiency to increase agriculture,Innovation development,Quality Assessed,,,,,,,,,,, Assessment on improving water use efficiency to increase agriculture
6311,5737.0,2023.0,"Pre- and post- season farmer knowledge, beliefs, and information survey",Innovation development,Quality Assessed,,,,,,,,,,,"Pre- and post- season farmer knowledge, beliefs, and information survey"
6513,5938.0,2023.0,Training of trainers (ToT) program designed to support actors working,Innovation development,Quality Assessed,,,,,,,,,,,Training of trainers (ToT) program designed to support actors working
6687,6112.0,2023.0,Making Legume Seed Systems Efficient Through Demand-Led Approaches in Sub-Saharan,Innovation use,Quality Assessed,,,,,,,,,,,Making Legume Seed Systems Efficient Through Demand-Led Approaches in Sub-Saharan
6867,6292.0,2023.0,Efficient Water Use Practices for Agriculture: Micro-Irrigation Systems,Innovation development,Quality Assessed,,,,,,,,,,,Efficient Water Use Practices for Agriculture: Micro-Irrigation Systems
6873,6298.0,2023.0,Introduction and co-evaluation of ILRI gene bank forage resources at,Innovation development,Quality Assessed,,,,,,,,,,,Introduction and co-evaluation of ILRI gene bank forage resources at
6977,6402.0,2023.0,Innovation Package and Scaling Readiness assessment for global agronomy database,Innovation Package,Quality Assessed,,,,,,,,,,,Innovation Package and Scaling Readiness assessment for global agronomy database
7010,6434.0,2023.0,Simple-to-administer and low-priced tool that researchers and policymakers can use,Innovation development,Quality Assessed,,,,,,,,,,,Simple-to-administer and low-priced tool that researchers and policymakers can use
7013,6437.0,2023.0,"Online, interactive tool to provide policymakers with easy access to",Innovation development,Quality Assessed,,,,,,,,,,,"Online, interactive tool to provide policymakers with easy access to"
7153,6577.0,2023.0,"Community seed production and scaling of cereals, food legumes and",Innovation development,Quality Assessed,,,,,,,,,,,"Community seed production and scaling of cereals, food legumes and"
7180,6604.0,2023.0,Video drama developed and tested to encourage urban consumers in,Innovation development,Quality Assessed,,,,,,,,,,,Video drama developed and tested to encourage urban consumers in
7386,6810.0,2023.0,Inclusive multi-stakeholder knowledge sharing platform on mixed farming system for,Innovation development,Quality Assessed,,,,,,,,,,,Inclusive multi-stakeholder knowledge sharing platform on mixed farming system for
7405,6829.0,2023.0,Guidelines for informal food sector engagement towards improved food safety,Innovation development,Quality Assessed,,,,,,,,,,,Guidelines for informal food sector engagement towards improved food safety
7647,7071.0,2023.0,Genetic diversity of two poleroviruses affecting faba bean and chickpea,Innovation development,Quality Assessed,,,,,,,,,,,Genetic diversity of two poleroviruses affecting faba bean and chickpea
7751,7172.0,2023.0,Soybean Recommendations in Chinyanja Triangle During El Niño,Innovation use,Quality Assessed,,,,,,,,,,,Soybean Recommendations in Chinyanja Triangle During El Niño
7826,7246.0,2023.0, Optimizing Sweet Potato Breeding Pipelines:Utilizing Desired Gain Selection Indices,Innovation development,Quality Assessed,,,,,,,,,,, Optimizing Sweet Potato Breeding Pipelines:Utilizing Desired Gain Selection Indices
7834,7254.0,2023.0,Highly diverse growing environments indicate the need to increase collaboration,Innovation development,Quality Assessed,,,,,,,,,,,Highly diverse growing environments indicate the need to increase collaboration
7835,7255.0,2023.0,"Bioshuro, an innovative Organic fertilizer for improving crop yields sustainably",Innovation development,Quality Assessed,,,,,,,,,,,"Bioshuro, an innovative Organic fertilizer for improving crop yields sustainably"
7842,7262.0,2023.0,NUTRIPIZZA PIZZA,Innovation development,Quality Assessed,,,,,,,,,,,NUTRIPIZZA PIZZA
7845,7265.0,2023.0,Plant-based nuggets to diversify the sustainable and healthy food offer,Innovation development,Quality Assessed,,,,,,,,,,,Plant-based nuggets to diversify the sustainable and healthy food offer
7868,7287.0,2023.0,The Tumaini smartphone app and platform: for a series of,Innovation development,Quality Assessed,,,,,,,,,,,The Tumaini smartphone app and platform: for a series of
7896,7315.0,2023.0,IDM approach for reviving Fusarium wilt affected banana production landscapes,Innovation development,Quality Assessed,,,,,,,,,,,IDM approach for reviving Fusarium wilt affected banana production landscapes
7923,7342.0,2023.0,"""Qorishuro Fermented Drink made from reusing cheese whey milk and",Innovation development,Quality Assessed,,,,,,,,,,,"""Qorishuro Fermented Drink made from reusing cheese whey milk and"
7962,7381.0,2023.0,Improved access of rice farmers in Myanmar to climate advisories,Innovation use,Quality Assessed,,,,,,,,,,,Improved access of rice farmers in Myanmar to climate advisories
797,779.0,2022.0, In doubled-up legume systems several legumes are strategically combined,Innovation development,Quality Assessed,,,,,,,,,,, In doubled-up legume systems several legumes are strategically combined
7971,7390.0,2023.0,Airclean innovation for monitoring and predicting air quality,Innovation development,Quality Assessed,,,,,,,,,,,Airclean innovation for monitoring and predicting air quality
7973,7392.0,2023.0,"Nutritious and sustainable bread ""Visia"" produced by reusing two by-products,",Innovation development,Quality Assessed,,,,,,,,,,,"Nutritious and sustainable bread ""Visia"" produced by reusing two by-products,"
7975,7394.0,2023.0,Tocho energy bar made from Tarwi- a native species whose,Innovation development,Quality Assessed,,,,,,,,,,,Tocho energy bar made from Tarwi- a native species whose
7978,7397.0,2023.0,INFRARED-HOT AIR DRYER -an  eco-friendly hybrid dryer to dehydrate,Innovation development,Quality Assessed,,,,,,,,,,,INFRARED-HOT AIR DRYER -an  eco-friendly hybrid dryer to dehydrate
7990,7409.0,2023.0,Partnership efficacy survey tool,Innovation development,Quality Assessed,,,,,,,,,,,Partnership efficacy survey tool
7992,7411.0,2023.0,Reverse transcription-polymerase chain reaction (RT-PCR) assay for detection and characterization,Innovation development,Quality Assessed,,,,,,,,,,,Reverse transcription-polymerase chain reaction (RT-PCR) assay for detection and characterization
7999,7418.0,2023.0,"The Women's Empowerment in Migration Index (WEMI) helps governments, development",Innovation development,Quality Assessed,,,,,,,,,,,"The Women's Empowerment in Migration Index (WEMI) helps governments, development"
8029,7447.0,2023.0,Multi stakeholders platforms members invest in Brachiaria seed multiplication and,Innovation use,Quality Assessed,,,,,,,,,,,Multi stakeholders platforms members invest in Brachiaria seed multiplication and
8035,7453.0,2023.0,Benefits and costs of gully rehabilitation measures from the perspective,Innovation development,Quality Assessed,,,,,,,,,,,Benefits and costs of gully rehabilitation measures from the perspective
8079,7497.0,2023.0,Introduction and promotion of Berken plow for better in situ,Innovation development,Quality Assessed,,,,,,,,,,,Introduction and promotion of Berken plow for better in situ
8124,7542.0,2023.0,Introduction and promotion of vermicompost for better yield and ecofriendly,Innovation development,Quality Assessed,,,,,,,,,,,Introduction and promotion of vermicompost for better yield and ecofriendly
8125,7543.0,2023.0,Exclosures for landscape restoration in Ethiopia contribute to boost agricultural,Innovation development,Quality Assessed,,,,,,,,,,,Exclosures for landscape restoration in Ethiopia contribute to boost agricultural
8192,7610.0,2023.0,On-farm validation of Integrated virus and vector management innovations on,Innovation development,Quality Assessed,,,,,,,,,,,On-farm validation of Integrated virus and vector management innovations on
8194,7612.0,2023.0,"Plant Health Innovation Platform at Qob Elias, Lebanon: farmer participatory",Innovation development,Quality Assessed,,,,,,,,,,,"Plant Health Innovation Platform at Qob Elias, Lebanon: farmer participatory"
8232,7650.0,2023.0,Management of fall armyworm on summer maize in Lebanon,Innovation development,Quality Assessed,,,,,,,,,,,Management of fall armyworm on summer maize in Lebanon
825,807.0,2022.0,Providing off-grid solar irrigation technologies and services to low-income farmers,Innovation development,Quality Assessed,,,,,,,,,,,Providing off-grid solar irrigation technologies and services to low-income farmers
8286,7703.0,2023.0,Guide on flexible varietal licensing approaches and options for national,Innovation development,Quality Assessed,,,,,,,,,,,Guide on flexible varietal licensing approaches and options for national
8402,7817.0,2023.0,"In collaboration with Transforming Agrifood Systems in South Asia, the",Innovation use,Quality Assessed,,,,,,,,,,,"In collaboration with Transforming Agrifood Systems in South Asia, the"
8453,7867.0,2023.0,"In collaboration with Transforming Agrifood Systems in South Asia (TAFSSA),",Innovation use,Quality Assessed,,,,,,,,,,,"In collaboration with Transforming Agrifood Systems in South Asia (TAFSSA),"
8454,7868.0,2023.0,"Farmers in northern, central, and southern Guatemala receive weather forecasts",Innovation use,Quality Assessed,,,,,,,,,,,"Farmers in northern, central, and southern Guatemala receive weather forecasts"
8456,7870.0,2023.0,Released yam varieties identified for vulgarization,Innovation development,Quality Assessed,,,,,,,,,,,Released yam varieties identified for vulgarization
8460,7874.0,2023.0,Obsrv.AI: An Artificial Intelligence-based chatbot for location and crop-specific agricultural,Innovation development,Quality Assessed,,,,,,,,,,,Obsrv.AI: An Artificial Intelligence-based chatbot for location and crop-specific agricultural
8467,7881.0,2023.0,Tailoring the digital Agro-Climate Advisory (DACA) platform in Ghana,Innovation development,Quality Assessed,,,,,,,,,,,Tailoring the digital Agro-Climate Advisory (DACA) platform in Ghana
8588,3688.0,2023.0,"Aflasafe, a biocontrol technology reducing aflatoxin in maize, groundnut, and",Innovation use,Quality Assessed,,,,,,,,,,,"Aflasafe, a biocontrol technology reducing aflatoxin in maize, groundnut, and"
8623,8029.0,2023.0,An Artificial Intelligence-based scientific data query tool for user-friendly access,Innovation development,Quality Assessed,,,,,,,,,,,An Artificial Intelligence-based scientific data query tool for user-friendly access
8629,8035.0,2023.0,AgCx: A mobile application that assesses the creditworthiness of smallholders,Innovation development,Quality Assessed,,,,,,,,,,,AgCx: A mobile application that assesses the creditworthiness of smallholders
8651,8057.0,2023.0,Farmers received the Risk Contingent Credit product (RCC) product in,Innovation use,Quality Assessed,,,,,,,,,,,Farmers received the Risk Contingent Credit product (RCC) product in
8656,8062.0,2023.0,Farmers received the Risk Contingent Credit (RCC) product in Ethiopia,Innovation use,Quality Assessed,,,,,,,,,,,Farmers received the Risk Contingent Credit (RCC) product in Ethiopia
8669,8075.0,2023.0,Investments in CIMMYT collaborative maize breeding results in farmers gaining,Innovation use,Quality Assessed,,,,,,,,,,,Investments in CIMMYT collaborative maize breeding results in farmers gaining
8680,8086.0,2023.0,Farmers received forecasts and agro-advisory services through the Rice Crop,Innovation use,Quality Assessed,,,,,,,,,,,Farmers received forecasts and agro-advisory services through the Rice Crop
8697,8103.0,2023.0,Identifying mechanisation niches for improving irrigation-as-a-service business model,Innovation development,Quality Assessed,,,,,,,,,,,Identifying mechanisation niches for improving irrigation-as-a-service business model
8702,8107.0,2023.0,Integrated management of chickpea and lentil viruses and their vectors,Innovation development,Quality Assessed,,,,,,,,,,,Integrated management of chickpea and lentil viruses and their vectors
8704,8109.0,2023.0,Developing and fine-tuning Fusarium wilt of banana IDM approaches in,Innovation development,Quality Assessed,,,,,,,,,,,Developing and fine-tuning Fusarium wilt of banana IDM approaches in
8718,8123.0,2023.0,Smallholder farmers in Kenya used improved chicken breeds and management,Innovation use,Quality Assessed,,,,,,,,,,,Smallholder farmers in Kenya used improved chicken breeds and management
8825,8229.0,2023.0,Climate-smart and resilient rice production practices in the Mixed Farming,Innovation development,Quality Assessed,,,,,,,,,,,Climate-smart and resilient rice production practices in the Mixed Farming
886,868.0,2022.0,Knowledge Platform for Inclusive and Sustainable Food Markets and Value,Innovation development,Quality Assessed,,,,,,,,,,,Knowledge Platform for Inclusive and Sustainable Food Markets and Value
8917,8319.0,2023.0, Public-private partnerships developed and implemented in Bangladesh to support,Innovation use,Quality Assessed,,,,,,,,,,, Public-private partnerships developed and implemented in Bangladesh to support
8921,8323.0,2023.0,"In collaboration with Transforming Agrifood Systems in South Asia (TAFSSA),",Innovation use,Quality Assessed,,,,,,,,,,,"In collaboration with Transforming Agrifood Systems in South Asia (TAFSSA),"
8923,8325.0,2023.0,"A total of 9,754 farmers implement improved farming practices and/or",Innovation use,Quality Assessed,,,,,,,,,,,"A total of 9,754 farmers implement improved farming practices and/or"
8925,8327.0,2023.0,A number of farmers implement improved farming practices and diversify,Innovation use,Quality Assessed,,,,,,,,,,,A number of farmers implement improved farming practices and diversify
8926,8328.0,2023.0,Farmers implement improved farming practices and/or diversify farm production on,Innovation use,Quality Assessed,,,,,,,,,,,Farmers implement improved farming practices and/or diversify farm production on
8928,8330.0,2023.0,"In collaboration with Transforming Agrifood Systems in South Asia (TAFSSA),",Innovation use,Quality Assessed,,,,,,,,,,,"In collaboration with Transforming Agrifood Systems in South Asia (TAFSSA),"
8929,8331.0,2023.0,"In collaboration with Transforming Agrifood Systems in South Asia (TAFSSA),",Innovation use,Quality Assessed,,,,,,,,,,,"In collaboration with Transforming Agrifood Systems in South Asia (TAFSSA),"
8931,8333.0,2023.0,Scaling of integrated pest management techniques for diversified crops adopted,Innovation use,Quality Assessed,,,,,,,,,,,Scaling of integrated pest management techniques for diversified crops adopted
8969,8370.0,2023.0,Drone based precision agriculture for rice-based systems in the Philippines,Innovation use,Quality Assessed,,,,,,,,,,,Drone based precision agriculture for rice-based systems in the Philippines
8982,8383.0,2023.0,Adapting a Demand-led Seed System to Cowpea to Facilitate Variety,Innovation use,Quality Assessed,,,,,,,,,,,Adapting a Demand-led Seed System to Cowpea to Facilitate Variety
9025,8426.0,2023.0,Indigenous Fusarium oxysporum f.sp. cubense (Foc) antagonist endophytes isolated from,Innovation development,Quality Assessed,,,,,,,,,,,Indigenous Fusarium oxysporum f.sp. cubense (Foc) antagonist endophytes isolated from
9035,8436.0,2023.0,Assessment of biorationals and soaps for the control of aphids,Innovation development,Quality Assessed,,,,,,,,,,,Assessment of biorationals and soaps for the control of aphids
9055,8456.0,2023.0,Zambia Ministry of Green Economy and Environment launches the Climate,Innovation use,Quality Assessed,,,,,,,,,,,Zambia Ministry of Green Economy and Environment launches the Climate
907,889.0,2022.0,National science-policy dialogue platform as official space for multi-stakeholder dialogue,Innovation development,Quality Assessed,,,,,,,,,,,National science-policy dialogue platform as official space for multi-stakeholder dialogue
9076,8477.0,2023.0,Introduction of improved rice varieties to women farmers’ cooperatives in,Innovation development,Quality Assessed,,,,,,,,,,,Introduction of improved rice varieties to women farmers’ cooperatives in
910,892.0,2022.0,Potato Tracker Georgia web-app to provide a comprehensive digital solution,Innovation development,Quality Assessed,,,,,,,,,,,Potato Tracker Georgia web-app to provide a comprehensive digital solution
9116,8515.0,2023.0,Mainstreaming the Implementation of Genomics-Supported Recurrent Selection Schemes for Enhanced,Innovation development,Quality Assessed,,,,,,,,,,,Mainstreaming the Implementation of Genomics-Supported Recurrent Selection Schemes for Enhanced
9137,8536.0,2023.0,Rapid multiplication technologies (semi-autotrophic hydroponics) to produce quality planting material,Innovation development,Quality Assessed,,,,,,,,,,,Rapid multiplication technologies (semi-autotrophic hydroponics) to produce quality planting material
9159,8558.0,2023.0,TUMAINI Banana Disease Surveillance Dashboard : a new innovation for,Innovation development,Quality Assessed,,,,,,,,,,,TUMAINI Banana Disease Surveillance Dashboard : a new innovation for
9171,8570.0,2023.0,Virtual Food Policy Coach: a customized AI chatbot for food,Innovation development,Quality Assessed,,,,,,,,,,,Virtual Food Policy Coach: a customized AI chatbot for food
9174,8573.0,2023.0,From informal to formal: Empowering women in circular bioeconomy business,Innovation use,Quality Assessed,,,,,,,,,,,From informal to formal: Empowering women in circular bioeconomy business
9234,8633.0,2023.0,Optimized biodiversity management of rice-based ecosystem for improved ecosystem services,Innovation development,Quality Assessed,,,,,,,,,,,Optimized biodiversity management of rice-based ecosystem for improved ecosystem services
9239,8638.0,2023.0,Application of mechanized direct seeding and best management practices for,Innovation use,Quality Assessed,,,,,,,,,,,Application of mechanized direct seeding and best management practices for
9240,8639.0,2023.0,Smallholder farmers in Ethiopia used improved chicken breeds and management,Innovation use,Quality Assessed,,,,,,,,,,,Smallholder farmers in Ethiopia used improved chicken breeds and management
9241,8640.0,2023.0,Real time web-based surveillance platform for Fusarium oxysporum f. sp.,Innovation development,Quality Assessed,,,,,,,,,,,Real time web-based surveillance platform for Fusarium oxysporum f. sp.
9249,8648.0,2023.0,Improved access of fisherfolk in Myanmar to climate advisories bundled,Innovation use,Quality Assessed,,,,,,,,,,,Improved access of fisherfolk in Myanmar to climate advisories bundled
9255,8654.0,2023.0,Improved access of public institutions and stakeholders including farmers in,Innovation use,Quality Assessed,,,,,,,,,,,Improved access of public institutions and stakeholders including farmers in
9259,8658.0,2023.0,Improved agri-input and production line methods for diversified production and,Innovation development,Quality Assessed,,,,,,,,,,,Improved agri-input and production line methods for diversified production and
9275,8674.0,2023.0,Cambodian farmers accessed and used agro-climatic advisories provided through the,Innovation use,Quality Assessed,,,,,,,,,,,Cambodian farmers accessed and used agro-climatic advisories provided through the
9278,8677.0,2023.0,Harvest warnings based on weather forecasts through interactive voice messaging,Innovation use,Quality Assessed,,,,,,,,,,,Harvest warnings based on weather forecasts through interactive voice messaging
9281,8680.0,2023.0,Alternate wetting and drying (AWD) method in rice production adopted,Innovation use,Quality Assessed,,,,,,,,,,,Alternate wetting and drying (AWD) method in rice production adopted
9286,8685.0,2023.0,A new seed-dressing fungicide formulation for wheat,Innovation development,Quality Assessed,,,,,,,,,,,A new seed-dressing fungicide formulation for wheat
9287,8686.0,2023.0,The online Climate Data Extractor for CWANA is used by,Innovation use,Quality Assessed,,,,,,,,,,,The online Climate Data Extractor for CWANA is used by
9288,8687.0,2023.0,Climate-smart maps and adaptation plans (CS-MAPS) used by planners and,Innovation use,Quality Assessed,,,,,,,,,,,Climate-smart maps and adaptation plans (CS-MAPS) used by planners and
9294,8693.0,2023.0,Access to digital tools for greenhouse gas (GHG) emissions through,Innovation use,Quality Assessed,,,,,,,,,,,Access to digital tools for greenhouse gas (GHG) emissions through
9301,8700.0,2023.0,Site-specific and real-time information on different aspects of rice production,Innovation use,Quality Assessed,,,,,,,,,,,Site-specific and real-time information on different aspects of rice production
9303,8702.0,2023.0,Methodology for methane emission reduction by adjusted water management practice,Innovation use,Quality Assessed,,,,,,,,,,,Methodology for methane emission reduction by adjusted water management practice
9305,8704.0,2023.0,Enhancing Resilience in Pastoral Systems: A Comprehensive and Multidisciplinary Toolkit,Innovation use,Quality Assessed,,,,,,,,,,,Enhancing Resilience in Pastoral Systems: A Comprehensive and Multidisciplinary Toolkit
9309,8708.0,2023.0,On-line training platform to enhance foresight analysis capacity amongst policy,Innovation development,Quality Assessed,,,,,,,,,,,On-line training platform to enhance foresight analysis capacity amongst policy
9321,8719.0,2023.0,Starter kit for enhancing gender equality through Voluntary Sustainability Systems,Innovation development,Quality Assessed,,,,,,,,,,,Starter kit for enhancing gender equality through Voluntary Sustainability Systems
9344,8741.0,2023.0,A methodological approach to the assessment of feminization of agricultural,Innovation development,Quality Assessed,,,,,,,,,,,A methodological approach to the assessment of feminization of agricultural
9369,8761.0,2023.0,Sustainable Healthy Diets country coordination unit in Ethiopia supported national,Innovation use,Quality Assessed,,,,,,,,,,,Sustainable Healthy Diets country coordination unit in Ethiopia supported national
9440,8829.0,2023.0,"Marker-trait association identified, developed and deployed for key traits in",Innovation development,Quality Assessed,,,,,,,,,,,"Marker-trait association identified, developed and deployed for key traits in"
9444,8833.0,2023.0,Genomic prediction cross performance pipeline to facilitate population improvement for,Innovation development,Quality Assessed,,,,,,,,,,,Genomic prediction cross performance pipeline to facilitate population improvement for
9448,8837.0,2023.0,Elite yam clones selected for release nomination and on-farm testing,Innovation development,Quality Assessed,,,,,,,,,,,Elite yam clones selected for release nomination and on-farm testing
9468,8856.0,2023.0,Identification of best integrated mycotoxin management practices for the control,Innovation development,Quality Assessed,,,,,,,,,,,Identification of best integrated mycotoxin management practices for the control
9481,8869.0,2023.0,Promotion of natural biological control of African rice gall midge,Innovation development,Quality Assessed,,,,,,,,,,,Promotion of natural biological control of African rice gall midge
9515,8903.0,2023.0,Demand creation trials to popularize new sweet potato varieties among,Innovation development,Quality Assessed,,,,,,,,,,,Demand creation trials to popularize new sweet potato varieties among
9534,8922.0,2023.0,Biopesticide-based Integrated Pest Management (IPM) of maize and cowpea insect,Innovation development,Quality Assessed,,,,,,,,,,,Biopesticide-based Integrated Pest Management (IPM) of maize and cowpea insect
9564,8952.0,2023.0,Faster growing genetically improved rohu carp (Generation 4) produced in,Innovation development,Quality Assessed,,,,,,,,,,,Faster growing genetically improved rohu carp (Generation 4) produced in
9570,8958.0,2023.0,Field-based assessment of the effectiveness of rust resistance genes under,Innovation development,Quality Assessed,,,,,,,,,,,Field-based assessment of the effectiveness of rust resistance genes under
9576,8963.0,2023.0,Mycotoxin control: Auto CO2-generated anti-rodent hermetic storage cocoons equipped with,Innovation development,Quality Assessed,,,,,,,,,,,Mycotoxin control: Auto CO2-generated anti-rodent hermetic storage cocoons equipped with
9577,8964.0,2023.0,Assessment of the Effectiveness of Fawligen (Spodoptera frugiperda Multiple Nucleo-polyhedrovirus),Innovation development,Quality Assessed,,,,,,,,,,,Assessment of the Effectiveness of Fawligen (Spodoptera frugiperda Multiple Nucleo-polyhedrovirus)
9614,9001.0,2023.0,Multiplication of early generation planting materials and demonstration of vegetatively,Innovation development,Quality Assessed,,,,,,,,,,,Multiplication of early generation planting materials and demonstration of vegetatively
9619,9006.0,2023.0,Scaling of Improved livelihood of participating farmers in Small Farmers,Innovation use,Quality Assessed,,,,,,,,,,,Scaling of Improved livelihood of participating farmers in Small Farmers
9622,9009.0,2023.0, Entomopathogenic fungi for the control of fall armyworm (Spdoptera,Innovation development,Quality Assessed,,,,,,,,,,, Entomopathogenic fungi for the control of fall armyworm (Spdoptera
9627,9014.0,2023.0,Effective microbial biopesticide against the aphid vector (Pentalonia nigronervosa) of,Innovation development,Quality Assessed,,,,,,,,,,,Effective microbial biopesticide against the aphid vector (Pentalonia nigronervosa) of
9671,9058.0,2023.0,Bayer Crop Sciences incorporated Rice Crop Manager (RCM) to scale,Innovation use,Quality Assessed,,,,,,,,,,,Bayer Crop Sciences incorporated Rice Crop Manager (RCM) to scale
968,950.0,2022.0,Incorporating World Modeler tools for visualization of metrics and controlled,Innovation development,Quality Assessed,,,,,,,,,,,Incorporating World Modeler tools for visualization of metrics and controlled
9799,9186.0,2023.0,The potential of Unmanned Aerial Vehicle (UAV) and very high-resolution,Innovation development,Quality Assessed,,,,,,,,,,,The potential of Unmanned Aerial Vehicle (UAV) and very high-resolution
9819,9206.0,2023.0,Elite pre-released yam clones tested under on-farm variety verification trials,Innovation development,Quality Assessed,,,,,,,,,,,Elite pre-released yam clones tested under on-farm variety verification trials
9824,9211.0,2023.0,Functional yam breeding pipeline for development and delivery of genetic,Innovation development,Quality Assessed,,,,,,,,,,,Functional yam breeding pipeline for development and delivery of genetic
9872,9259.0,2023.0,Using the Participatory Green Climate Fund Intervention Design to support,Innovation use,Quality Assessed,,,,,,,,,,,Using the Participatory Green Climate Fund Intervention Design to support
